.:59.999 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:20.629 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:20.819 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:20.819 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:20.819 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:20.930 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:21.221 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:21.221 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:21.221 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:21.221 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:21.532 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:21.623 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:21.623 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:21.623 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:21.833 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:22.025 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:22.025 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:22.025 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:22.134 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:22.427 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:22.427 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:22.427 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:22.435 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:22.736 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:22.829 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:22.829 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:22.829 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:23.037 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:23.231 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:23.231 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:23.231 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:23.338 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:23.633 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:23.633 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:23.633 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:23.639 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:23.940 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:24.035 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:24.035 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:24.035 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:24.241 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:24.437 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:24.437 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:24.437 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:24.542 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:24.839 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:24.839 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:24.839 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:24.839 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:25.144 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:25.241 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:25.241 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:25.241 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:25.445 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:25.643 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:25.643 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:25.643 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:25.746 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:26.045 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:26.045 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:26.045 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:26.045 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:26.347 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:26.447 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:26.447 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:26.447 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:26.648 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:26.849 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:26.849 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:26.849 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:26.949 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:27.250 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:27.250 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:27.250 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:27.250 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:27.551 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:27.654 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:27.654 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:27.654 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:27.852 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:28.057 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:28.057 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:28.057 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:28.153 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:28.454 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:28.459 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:28.459 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:28.459 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:28.755 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:28.861 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:28.861 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:28.861 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:29.056 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:29.263 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:29.263 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:29.263 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:29.357 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:29.658 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:29.658 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:29.658 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:29.658 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:29.959 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:30.067 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:30.067 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:30.067 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:30.260 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:30.469 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:30.469 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:30.469 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:30.561 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:30.863 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:30.863 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:30.863 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:30.863 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:31.166 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:31.273 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:31.273 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:31.273 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:31.467 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:31.675 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:31.675 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:31.675 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:31.769 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:32.070 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:32.077 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:32.077 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:32.077 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:32.371 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:32.479 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:32.479 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:32.479 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:32.672 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:32.881 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:32.881 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:32.881 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:32.973 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:33.274 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:33.283 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:33.283 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:33.283 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:33.575 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:33.685 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:33.685 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:33.685 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:33.876 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:34.087 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:34.087 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:34.087 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:34.177 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:34.478 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:34.478 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:34.478 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:34.478 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:34.780 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:34.893 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:34.893 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:34.893 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:35.081 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:36:35.296 [Debug] 获取Bat_Bool1值为0 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
